,train,val,test
1803,C3L-04361-23,,
1804,C3N-00555-21,,
1805,C3L-05392-24,,
1806,C3L-02168-26,,
1807,C3L-00445-26,,
1808,C3L-02627-27,,
1809,C3L-02127-23,,
1810,C3L-00927-21,,
1811,C3L-05422-21,,
1812,C3L-04014-27,,
1813,C3L-02648-23,,
1814,C3L-03962-23,,
1815,C3N-03093-23,,
1816,C3L-05422-22,,
1817,C3N-03093-21,,
1818,C3L-05397-21,,
1819,C3N-03072-23,,
1820,C3L-05399-26,,
1821,C3L-04878-26,,
1822,C3L-03962-22,,
1823,C3L-06169-24,,
1824,C3L-02648-27,,
1825,C3L-03987-23,,
1826,C3L-04921-27,,
1827,C3N-02675-24,,
1828,C3L-06169-25,,
1829,C3L-04922-25,,
1830,C3L-04804-22,,
1831,C3L-04866-27,,
1832,C3N-03851-21,,
1833,C3L-04883-26,,
1834,C3L-05148-22,,
1835,C3N-04170-26,,
1836,C3L-04410-22,,
1837,C3N-03762-21,,
1838,C3L-02646-24,,
1839,C3L-04367-24,,
1840,C3L-04880-26,,
1841,C3N-00211-27,,
1842,C3L-02649-22,,
1843,C3L-00445-22,,
1844,C3N-02375-21,,
1845,C3L-04409-23,,
1846,C3N-00221-23,,
1847,C3L-06169-26,,
1848,C3L-04749-24,,
1849,C3L-04409-21,,
1850,C3L-05221-28,,
1851,C3L-03963-23,,
1852,C3L-05150-21,,
1853,C3L-04858-21,,
1854,C3L-04216-22,,
1855,C3L-04014-21,,
1856,C3L-04887-27,,
1857,C3N-03092-26,,
1858,C3N-01028-26,,
1859,C3L-03965-23,,
1860,C3L-02624-25,,
1861,C3N-03882-22,,
1862,C3L-04378-24,,
1863,C3L-05397-26,,
1864,C3L-05395-26,,
1865,C3L-04883-25,,
1866,C3N-00247-21,,
1867,C3L-05423-21,,
1868,C3L-04856-25,,
1869,C3L-02624-26,,
1870,C3L-04013-28,,
1871,C3L-02669-22,,
1872,C3L-02646-27,,
1873,C3L-03961-21,,
1874,C3N-02725-23,,
1875,C3N-01411-24,,
1876,C3L-02665-23,,
1877,C3L-05395-22,,
1878,C3L-05428-25,,
1879,C3L-04854-26,,
1880,C3L-05423-22,,
1881,C3N-04155-23,,
1882,C3L-02130-21,,
1883,C3L-04866-24,,
1884,C3L-05422-26,,
1885,C3N-02434-27,,
1886,C3L-02649-25,,
1887,C3L-04792-23,,
1888,C3L-01000-24,,
1889,C3L-02624-22,,
1890,C3L-02625-21,,
1891,C3L-04361-26,,
1892,C3N-01025-21,,
1893,C3L-02618-23,,
1894,C3L-04888-28,,
1895,C3L-04786-25,,
1896,C3L-05399-25,,
1897,C3L-05417-22,,
1898,C3L-02358-22,,
1899,C3L-05399-24,,
1900,C3L-04336-21,,
1901,C3L-03962-28,,
1902,C3L-02619-24,,
1903,C3L-02130-25,,
1904,C3L-04858-22,,
1905,C3L-02646-22,,
1906,C3L-02624-27,,
1907,C3N-04673-24,,
1908,C3L-04912-27,,
1909,C3N-03076-21,,
1910,C3N-03880-22,,
1911,C3L-05212-23,,
1912,C3L-04749-22,,
1913,C3L-01285-23,,
1914,C3N-03051-21,,
1915,C3L-05417-26,,
1916,C3L-05417-21,,
1917,C3L-00927-23,,
1918,C3L-04854-25,,
1919,C3L-02968-22,,
1920,C3L-04872-27,,
1921,C3N-02435-22,,
1922,C3L-04916-24,,
1923,C3L-04749-27,,
1924,C3L-04786-23,,
1925,C3L-02127-26,,
1926,C3N-00497-25,,
1927,C3L-02669-24,,
1928,C3L-04868-23,,
1929,C3N-02523-24,,
1930,C3L-05423-27,,
1931,C3L-04889-23,,
1932,C3N-04170-21,,
1933,C3L-02627-23,,
1934,C3L-05417-25,,
1935,C3L-05392-27,,
1936,C3L-03982-25,,
1937,C3L-05411-25,,
1938,C3L-06169-27,,
1939,C3L-04922-28,,
1940,C3N-02434-26,,
1941,C3N-02374-22,,
1942,C3L-04872-24,,
1943,C3N-00309-22,,
1944,C3N-00221-25,,
1945,C3L-02629-25,,
1946,C3L-04880-22,,
1947,C3L-05427-23,,
1948,C3L-04856-23,,
1949,C3L-04922-24,,
1950,C3L-05172-24,,
1951,C3L-05148-25,,
1952,C3L-02624-21,,
1953,C3L-03961-22,,
1954,C3L-04746-27,,
1955,C3L-04912-28,,
1956,C3N-03092-27,,
1957,C3N-03882-21,,
1958,C3N-05915-21,,
1959,C3L-00923-23,,
1960,C3L-00965-27,,
1961,C3L-04922-23,,
1962,C3L-04883-21,,
1963,C3N-03880-21,,
1964,C3L-04086-25,,
1965,C3L-05427-27,,
1966,C3L-05369-23,,
1967,C3N-02288-23,,
1968,C3L-04861-24,,
1969,C3N-01017-23,,
1970,C3L-03961-28,,
1971,C3N-01846-23,,
1972,C3L-04856-28,,
1973,C3N-01020-24,,
1974,C3L-00965-26,,
1975,C3L-02130-26,,
1976,C3L-03987-27,,
1977,C3N-03092-21,,
1978,C3L-04874-25,,
1979,C3L-05420-21,,
1980,C3L-05369-22,,
1981,C3L-04887-25,,
1982,C3L-04749-26,,
1983,C3L-05417-27,,
1984,C3L-04868-22,,
1985,C3N-00221-27,,
1986,C3L-05411-21,,
1987,C3N-02285-23,,
1988,C3N-03441-21,,
1989,C3L-00568-26,,
1990,C3L-04856-27,,
1991,C3L-01838-23,,
1992,C3L-04868-25,,
1993,C3N-01028-21,,
1994,C3L-05221-22,,
1995,C3L-02964-21,,
1996,C3L-04858-25,,
1997,C3L-04334-24,,
1998,C3L-04336-28,,
1999,C3L-02669-26,,
2000,C3L-04888-22,,
2001,C3N-03072-21,,
2002,C3L-04013-23,,
2003,C3L-04868-27,,
2004,C3L-02127-21,,
2005,C3N-01411-23,,
2006,C3L-04873-26,,
2007,C3L-02618-25,,
2008,C3L-04878-23,,
2009,C3N-01028-22,,
2010,C3L-05411-22,,
2011,C3L-03963-25,,
2012,C3L-05393-26,,
2013,C3L-02552-22,,
2014,C3L-05225-21,,
2015,C3L-04410-23,,
2016,C3N-03093-24,,
2017,C3L-04873-22,,
2018,C3L-04878-27,,
2019,C3L-02669-27,,
2020,C3N-03424-23,,
2021,C3N-04179-26,,
2022,C3L-02627-24,,
2023,C3L-05427-24,,
2024,C3N-03204-21,,
2025,C3N-02426-23,,
2026,C3N-01841-22,,
2027,C3L-02622-24,,
2028,C3L-04760-23,,
2029,C3L-05554-23,,
2030,C3N-01841-23,,
2031,C3L-05299-27,,
2032,C3L-05554-21,,
2033,C3L-04787-23,,
2034,C3L-05302-22,,
2035,C3L-04331-28,,
2036,C3L-00989-23,,
2037,C3L-04331-27,,
2038,C3N-03614-22,,
2039,C3L-04787-24,,
2040,C3L-03381-23,,
2041,C3N-03097-21,,
2042,C3N-00382-23,,
2043,C3L-02622-26,,
2044,C3L-05527-23,,
2045,C3N-01845-28,,
2046,C3L-04787-22,,
2047,C3N-01530-22,,
2048,C3L-02647-27,,
2049,C3L-05175-26,,
2050,C3N-00209-24,,
2051,C3L-04739-26,,
2052,C3N-02327-23,,
2053,C3N-00382-21,,
2054,C3N-01533-22,,
2055,C3N-00220-27,,
2056,C3N-03223-22,,
2057,C3N-03228-21,,
2058,C3N-01492-26,,
2059,C3L-02102-22,,
2060,C3N-02324-21,,
2061,C3N-01492-21,,
2062,C3L-04011-25,,
2063,C3L-04739-21,,
2064,C3N-00432-26,,
2065,C3L-03381-24,,
2066,C3L-00967-24,,
2067,C3L-05554-22,,
2068,C3N-03460-23,,
2069,C3L-05262-21,,
2070,C3N-03460-22,,
2071,C3N-02035-23,,
2072,C3L-03382-22,,
2073,C3L-02647-22,,
2074,C3N-00385-25,,
2075,C3N-04156-23,,
2076,C3L-05262-24,,
2077,C3N-01493-26,,
2078,C3N-03239-23,,
2079,C3N-00382-22,,
2080,C3N-03918-22,,
2081,C3L-00989-21,,
2082,C3N-02633-22,,
2083,C3N-05623-21,,
2084,C3L-04212-21,,
2085,C3N-02373-22,,
2086,C3L-00275-23,,
2087,C3N-03617-22,,
2088,C3L-02622-22,,
2089,C3N-00220-26,,
2090,C3L-02102-28,,
2091,C3N-03235-21,,
2092,C3N-03234-22,,
2093,C3L-05262-25,,
2094,C3N-03229-23,,
2095,C3L-05299-26,,
2096,C3L-02622-21,,
2097,C3L-02615-25,,
2098,C3L-04331-22,,
2099,C3L-04011-23,,
2100,C3L-05302-25,,
2101,C3L-04732-23,,
2102,C3L-05229-21,,
2103,C3L-04011-22,,
2104,C3L-04732-21,,
2105,C3N-00220-22,,
2106,C3L-05781-26,,
2107,C3L-00989-22,,
2108,C3L-04212-23,,
2109,C3N-01495-21,,
2110,C3N-04156-21,,
2111,C3N-03885-21,,
2112,C3L-06117-24,,
2113,C3N-00327-26,,
2114,C3L-00967-21,,
2115,C3L-03367-22,,
2116,C3N-01844-21,,
2117,C3N-02373-21,,
2118,C3N-03614-21,,
2119,C3N-04156-22,,
2120,C3N-01481-23,,
2121,C3N-00382-25,,
2122,C3L-05229-23,,
2123,C3N-03913-21,,
2124,C3L-04760-24,,
2125,C3N-00378-21,,
2126,C3N-03239-22,,
2127,C3N-01844-26,,
2128,C3N-00327-25,,
2129,C3N-00209-26,,
2130,C3L-04733-21,,
2131,C3N-02033-22,,
2132,C3L-00629-21,,
2133,C3L-02622-29,,
2134,C3L-04787-26,,
2135,C3N-00384-21,,
2136,C3N-05624-25,,
2137,C3L-04739-22,,
2138,C3N-00376-24,,
2139,C3N-03916-23,,
2140,C3N-01492-27,,
2141,C3N-01845-22,,
2142,C3N-00384-22,,
2143,C3N-03235-23,,
2144,C3N-01845-25,,
2145,C3L-01063-23,,
2146,C3N-03097-23,,
2147,C3N-00179-21,,
2148,C3L-00275-22,,
2149,C3N-02335-21,,
2150,C3N-01495-22,,
2151,C3N-01492-24,,
2152,C3N-04142-21,,
2153,C3N-02327-21,,
2154,C3L-00967-23,,
2155,C3L-05517-23,,
2156,C3N-01494-27,,
2157,C3L-04212-26,,
2158,C3N-00385-24,,
2159,C3L-05027-21,,
2160,C3N-01841-21,,
2161,C3N-02324-22,,
2162,C3L-02622-23,,
2163,C3L-02647-28,,
2164,C3N-01494-21,,
2165,C3N-02040-26,,
2166,C3L-05302-21,,
2167,C3N-02026-23,,
2168,C3L-04207-26,,
2169,C3L-05299-21,,
2170,C3N-03918-21,,
2171,C3L-05299-22,,
2172,C3N-01495-23,,
2173,C3L-04331-26,,
2174,C3N-00209-22,,
2175,C3N-00209-21,,
2176,C3N-02679-21,,
2177,C3N-00209-23,,
2178,C3N-02373-23,,
2179,C3L-03377-22,,
2180,C3N-03220-22,,
2181,C3N-04294-21,,
2182,C3N-03229-22,,
2183,C3N-03235-22,,
2184,C3N-00179-27,,
2185,C3N-01495-24,,
2186,C3N-04293-22,,
2187,C3L-02647-24,,
2188,C3N-00384-23,,
2189,C3N-03235-26,,
2190,C3L-02622-25,,
2191,C3N-04142-22,,
2192,C3L-04212-22,,
2193,C3N-01845-21,,
2194,C3N-00327-24,,
2195,C3N-02033-23,,
2196,C3L-05781-23,,
2197,C3N-02330-26,,
2198,C3N-02633-21,,
2199,C3N-02035-22,,
2200,C3L-04331-25,,
2201,C3N-02330-21,,
2202,C3N-03614-23,,
2203,C3L-00989-24,,
2204,C3L-03374-23,,
2205,C3L-00629-23,,
2206,C3L-02102-21,,
2207,C3N-01824-26,,
2208,C3N-02270-25,,
2209,C3N-03885-26,,
2210,C3N-04142-26,,
2211,C3N-00378-22,,
2212,C3L-06113-21,,
2213,C3N-02324-26,,
2214,C3N-02335-23,,
2215,C3L-06117-21,,
2216,C3L-03377-21,,
2217,C3L-02615-21,,
2218,C3L-06110-23,,
2219,C3L-04331-24,,
2220,C3N-00432-22,,
2221,C3L-02647-25,,
2222,C3N-01845-24,,
2223,C3L-05175-23,,
2224,C3L-04739-25,,
2225,C3L-03377-23,,
2226,C3N-04142-23,,
2227,C3N-01841-26,,
2228,C3N-00376-23,,
2229,C3N-00327-23,,
2230,C3L-02615-23,,
2231,C3N-03229-26,,
2232,C3N-00220-21,,
2233,C3L-04739-23,,
2234,C3L-05302-26,,
2235,C3L-02647-21,,
2236,C3L-02102-27,,
2237,C3N-01495-26,,
2238,C3L-05517-22,,
2239,C3L-04207-21,,
2240,C3L-04331-23,,
2241,C3L-01063-26,,
2242,C3N-03617-26,,
2243,C3N-03918-23,,
2244,C3N-03220-21,,
2245,C3N-00385-21,,
2246,C3N-03220-23,,
2247,C3N-02026-26,,
2248,C3L-05781-24,,
2249,C3L-05262-23,,
2250,C3N-01494-23,,
2251,C3L-05175-22,,
2252,C3N-01533-21,,
2253,C3N-01494-22,,
2254,C3N-03617-21,,
2255,C3L-04733-24,,
2256,C3L-04733-26,,
2257,C3L-03364-23,,
2258,C3N-03229-21,,
2259,C3L-04787-21,,
2260,C3N-03097-24,,
2261,C3N-00179-26,,
2262,C3L-04739-24,,
2263,C3L-00967-27,,
2264,C3N-00378-26,,
2265,C3L-03374-21,,
2266,C3N-01824-21,,
2267,C3N-02040-21,,
2268,C3N-01845-23,,
2269,C3L-06110-21,,
2270,C3N-00874-25,,
2271,C3L-05229-26,,
2272,C3N-01481-21,,
2273,C3N-00385-23,,
2274,C3N-03916-21,,
2275,C3L-04760-22,,
2276,C3N-01481-24,,
2277,C3L-04212-25,,
2278,C3N-03913-23,,
2279,C3N-00378-23,,
2280,C3N-03916-26,,
2281,C3L-03362-24,,
2282,C3L-00967-22,,
2283,C3N-01493-23,,
2284,C3N-00327-21,,
2285,C3L-06113-22,,
2286,C3N-02040-22,,
2287,C3L-05299-28,,
2288,C3L-05262-22,,
2289,C3L-00967-26,,
2290,C3N-01845-26,,
2291,C3N-03460-21,,
2292,C3N-00384-26,,
2293,C3N-01530-26,,
2294,C3L-04732-26,,
2295,C3N-02327-26,,
2296,C3N-02373-26,,
2297,C3L-03381-25,,
2298,C3L-04732-22,,
2299,C3L-05299-24,,
2300,C3N-03617-23,,
2301,C3L-04011-21,,
2302,C3N-02026-21,,
2303,C3N-02327-22,,
2304,C3N-01844-22,,
2305,C3N-03029-21,,
2306,C3N-01824-22,,
2307,C3L-05229-22,,
2308,C3N-02330-22,,
2309,C3N-01494-24,,
2310,C3L-05781-22,,
2311,C3L-00629-22,,
2312,C3N-01844-23,,
2313,C3N-02330-23,,
2314,C3L-02647-26,,
2315,C3L-04331-21,,
2316,C3N-03097-28,,
2317,C3N-03885-22,,
2318,C3N-01493-22,,
2319,C3L-05527-22,,
2320,C3N-01530-23,,
2321,C3L-06110-22,,
2322,C3N-03916-22,,
2323,C3L-04733-23,,
2324,C3N-03234-21,,
2325,C3N-03228-26,,
2326,C3L-03367-21,,
2327,C3N-02026-22,,
2328,C3N-00179-24,,
2329,C3N-01530-21,,
2330,C3N-02040-23,,
2331,C3N-01493-24,,
2332,C3L-06117-23,,
2333,C3N-03097-25,,
2334,C3L-03382-26,,
2335,C3N-03097-22,,
2336,C3N-00432-21,,
2337,C3N-00327-22,,
2338,C3N-03614-26,,
2339,C3L-05302-23,,
2340,C3N-01492-22,,
2341,C3L-05027-22,,
2342,C3L-05299-25,,
2343,C3L-02102-23,,
2344,C3L-05299-23,,
2345,C3N-00209-27,,
2346,C3L-04011-24,,
2347,C3N-03223-21,,
2348,C3L-04212-27,,
2349,C3L-06117-22,,
2350,C3N-03239-21,,
2351,C3N-02679-22,,
2352,C3N-02033-21,,
2353,C3L-06113-23,,
2354,C3N-00376-25,,
2355,C3L-05554-24,,
2356,C3N-03234-23,,
2357,C3L-02647-23,,
2358,C3N-02324-23,,
2359,C3N-02035-21,,
2360,C3L-04760-26,,
2361,C3N-00434-23,,
2362,C3L-02615-24,,
2363,C3L-05175-21,,
2364,C3N-03097-26,,
2365,C3N-03223-26,,
2366,C3N-03220-26,,
2367,C3L-04733-22,,
2368,C3L-04739-28,,
2369,C3N-00179-23,,
2370,C3N-00179-22,,
2371,C3N-02335-22,,
2372,C3N-03223-23,,
2373,C3N-00434-22,,
2374,C3N-01493-21,,
2375,C3N-01495-27,,
2376,C3L-02615-22,,
2377,C3L-05302-24,,
2378,C3N-05624-23,,
2379,C3N-00382-24,,
2380,C3N-03097-27,,
2381,C3N-01493-27,,
2382,C3N-03885-23,,
2383,C3N-00376-22,,
2384,C3N-02270-22,,
2385,C3L-04212-24,,
2386,C3L-00907-23,,
2387,C3L-01676-24,,
2388,C3N-00953-22,,
2389,C3L-00359-26,,
2390,C3N-00834-25,,
2391,C3N-02224-27,,
2392,C3N-01082-27,,
2393,C3N-01261-21,,
2394,C3N-00380-25,,
2395,C3N-01086-24,,
2396,C3N-00317-22,,
2397,C3N-01085-23,,
2398,C3N-02015-26,,
2399,C3L-02211-21,,
2400,C3N-00194-27,,
2401,C3L-01465-21,,
2402,C3L-02346-21,,
2403,C3N-00492-22,,
2404,C3N-00310-24,,
2405,C3N-02761-23,,
2406,C3L-00416-22,,
2407,C3L-02346-22,,
2408,C3N-00194-26,,
2409,C3N-02332-21,,
2410,C3N-02763-22,,
2411,C3N-02015-22,,
2412,C3L-01665-26,,
2413,C3L-00448-21,,
2414,C3N-02577-22,,
2415,C3N-01091-23,,
2416,C3N-00242-22,,
2417,C3N-01083-26,,
2418,C3N-00148-26,,
2419,C3L-00969-21,,
2420,C3L-00791-21,,
2421,C3L-01885-26,,
2422,C3L-00183-26,,
2423,C3L-01861-26,,
2424,C3L-00790-21,,
2425,C3N-00177-21,,
2426,C3L-01279-22,,
2427,C3N-00310-25,,
2428,C3N-00168-27,,
2429,C3N-01080-21,,
2430,C3N-01082-24,,
2431,C3L-00966-21,,
2432,C3N-00852-21,,
2433,C3L-00792-21,,
2434,C3L-00416-21,,
2435,C3N-00733-22,,
2436,C3N-00491-23,,
2437,C3N-00715-21,,
2438,C3N-00194-24,,
2439,C3N-00310-23,,
2440,C3N-00150-23,,
2441,C3N-00168-21,,
2442,C3L-01107-21,,
2443,C3N-00646-23,,
2444,C3L-00369-23,,
2445,C3L-01665-23,,
2446,C3L-00982-27,,
2447,C3L-01861-22,,
2448,C3N-02084-23,,
2449,C3N-03021-24,,
2450,C3L-01976-23,,
2451,C3L-02201-22,,
2452,C3L-02856-22,,
2453,C3N-01536-26,,
2454,C3N-00317-25,,
2455,C3L-00418-26,,
2456,C3N-00577-22,,
2457,C3N-01220-23,,
2458,C3L-00908-21,,
2459,C3N-00168-26,,
2460,C3L-01287-22,,
2461,C3L-01281-26,,
2462,C3N-01646-21,,
2463,C3L-00969-27,,
2464,C3L-00088-22,,
2465,C3L-02841-22,,
2466,C3N-02431-23,,
2467,C3N-01082-21,,
2468,C3N-00150-24,,
2469,C3N-00852-22,,
2470,C3L-01976-21,,
2471,C3N-02429-23,,
2472,C3L-00360-21,,
2473,C3L-00966-26,,
2474,C3L-01287-21,,
2475,C3N-01083-23,,
2476,C3L-00981-26,,
2477,C3N-00721-21,,
2478,C3L-00418-23,,
2479,C3N-00244-27,,
2480,C3L-01106-26,,
2481,C3N-02577-23,,
2482,C3L-00814-21,,
2483,C3L-00907-21,,
2484,C3N-01261-23,,
2485,C3N-00148-23,,
2486,C3N-00148-27,,
2487,C3N-01649-30,,
2488,C3L-00610-21,,
2489,C3N-00733-23,,
2490,C3N-01651-21,,
2491,C3N-01828-23,,
2492,C3N-00573-22,,
2493,C3N-01361-21,,
2494,C3L-02364-26,,
2495,C3N-01200-23,,
2496,C3N-01080-23,,
2497,C3L-01869-23,,
2498,C3N-00495-21,,
2499,C3N-01200-25,,
2500,C3N-00154-21,,
2501,C3N-02070-22,,
2502,C3N-02085-23,,
2503,C3N-01090-21,,
2504,C3N-01536-23,,
2505,C3N-00437-25,,
2506,C3L-00165-21,,
2507,C3N-01088-26,,
2508,C3N-00733-27,,
2509,C3N-00721-26,,
2510,C3N-00149-23,,
2511,C3N-02085-21,,
2512,C3N-02266-21,,
2513,C3N-01175-25,,
2514,C3N-02224-21,,
2515,C3N-01524-26,,
2516,C3L-00079-21,,
2517,C3N-00305-21,,
2518,C3N-00435-27,,
2519,C3N-00320-23,,
2520,C3N-01088-24,,
2521,C3N-00305-22,,
2522,C3L-01869-22,,
2523,C3N-02160-23,,
2524,C3L-00991-26,,
2525,C3L-01279-26,,
2526,C3N-02945-21,,
2527,C3N-00320-24,,
2528,C3N-00150-21,,
2529,C3N-03018-26,,
2530,C3N-01261-22,,
2531,C3N-01261-26,,
2532,C3N-01077-22,,
2533,C3N-00953-26,,
2534,C3N-00168-22,,
2535,C3N-00491-24,,
2536,C3N-01808-23,,
2537,C3L-00011-21,,
2538,C3L-02544-21,,
2539,C3N-01179-25,,
2540,C3N-01090-23,,
2541,C3N-02332-23,,
2542,C3L-01978-21,,
2543,C3L-00561-21,,
2544,C3N-01651-30,,
2545,C3L-00982-24,,
2546,C3L-00418-21,,
2547,C3N-00573-24,,
2548,C3N-00577-24,,
2549,C3L-00103-23,,
2550,C3L-00369-21,,
2551,C3N-00148-22,,
2552,C3N-01806-26,,
2553,C3L-01102-23,,
2554,C3N-00150-27,,
2555,C3N-01180-21,,
2556,C3N-01828-22,,
2557,C3N-00244-22,,
2558,C3L-01665-21,,
2559,C3N-01082-26,,
2560,C3N-00242-21,,
2561,C3L-02220-21,,
2562,C3N-00494-22,,
2563,C3N-00390-26,,
2564,C3L-00976-23,,
2565,C3N-00831-22,,
2566,C3L-01929-21,,
2567,C3L-00968-25,,
2568,C3N-02761-21,,
2569,C3L-00976-28,,
2570,C3N-00313-21,,
2571,C3L-00183-24,,
2572,C3N-02015-21,,
2573,C3N-00492-24,,
2574,C3N-01180-22,,
2575,C3N-01088-27,,
2576,C3N-00149-27,,
2577,C3L-00812-21,,
2578,C3L-00581-23,,
2579,C3L-01462-22,,
2580,C3N-01213-22,,
2581,C3L-00447-21,,
2582,C3N-01091-26,,
2583,C3L-00004-21,,
2584,C3L-00907-22,,
2585,C3N-01651-25,,
2586,C3L-01281-23,,
2587,C3N-00313-23,,
2588,C3N-02726-23,,
2589,C3L-02176-22,,
2590,C3N-01200-24,,
2591,C3L-00088-26,,
2592,C3L-00416-26,,
2593,C3N-01088-23,,
2594,C3L-01033-25,,
2595,C3N-02262-22,,
2596,C3N-02723-22,,
2597,C3N-00154-23,,
2598,C3N-01214-26,,
2599,C3L-00969-25,,
2600,C3N-03020-22,,
2601,C3N-02066-22,,
2602,C3L-01861-21,,
2603,C3N-01646-22,,
2604,C3N-00312-25,,
2605,C3L-01287-26,,
2606,C3N-00647-24,,
2607,C3L-02551-23,,
2608,C3N-02224-22,,
2609,C3N-01522-23,,
2610,C3L-01976-24,,
2611,C3L-00991-27,,
2612,C3L-00026-21,,
2613,C3L-00976-22,,
2614,C3N-02248-22,,
2615,C3L-02211-22,,
2616,C3L-02553-21,,
2617,C3N-00149-21,,
2618,C3N-02063-21,,
2619,C3L-01607-21,,
2620,C3L-00982-26,,
2621,C3N-02005-22,,
2622,C3N-00154-22,,
2623,C3L-00968-24,,
2624,C3N-01080-26,,
2625,C3N-00494-25,,
2626,C3L-00096-21,,
2627,C3L-02346-23,,
2628,C3N-00647-21,,
2629,C3N-00577-23,,
2630,C3N-00150-22,,
2631,C3L-02556-21,,
2632,C3L-00917-26,,
2633,C3N-00148-24,,
2634,C3N-01081-23,,
2635,C3N-01091-27,,
2636,C3L-00607-22,,
2637,C3L-00980-22,,
2638,C3L-00968-26,,
2639,C3N-00647-23,,
2640,C3N-01178-25,,
2641,C3N-02262-21,,
2642,C3L-02352-21,,
2643,C3L-00908-23,,
2644,C3L-00583-23,,
2645,C3L-01607-23,,
2646,C3N-01078-21,,
2647,C3N-02726-22,,
2648,C3N-02431-21,,
2649,C3N-01524-22,,
2650,C3L-02214-21,,
2651,C3L-01281-21,,
2652,C3L-02857-22,,
2653,C3N-01086-23,,
2654,C3N-01220-21,,
2655,C3L-01836-23,,
2656,C3N-01806-22,,
2657,C3L-00010-21,,
2658,C3L-01288-22,,
2659,C3N-02945-22,,
2660,C3L-01603-23,,
2661,C3L-00369-22,,
2662,C3N-02160-22,,
2663,C3L-00968-23,,
2664,C3L-00010-26,,
2665,C3N-00314-22,,
2666,C3L-02175-21,,
2667,C3N-01090-26,,
2668,C3L-01033-22,,
2669,C3L-00766-21,,
2670,C3N-02005-21,,
2671,C3N-02005-23,,
2672,C3N-00647-26,,
2673,C3L-00447-23,,
2674,C3N-02082-22,,
2675,C3L-01102-26,,
2676,C3L-00907-26,,
2677,C3L-00791-22,,
2678,C3N-02429-21,,
2679,C3N-01806-23,,
2680,C3N-00310-22,,
2681,C3L-02842-22,,
2682,C3N-00832-21,,
2683,C3N-02763-23,,
2684,C3L-00088-21,,
2685,C3L-01302-26,,
2686,C3L-01607-26,,
2687,C3N-01080-27,,
2688,C3N-00491-25,,
2689,C3N-01213-26,,
2690,C3N-00953-21,,
2691,C3L-00096-26,,
2692,C3N-01086-21,,
2693,C3N-02726-26,,
2694,C3L-01470-22,,
2695,C3N-01081-27,,
2696,C3N-03018-22,,
2697,C3L-00765-21,,
2698,C3N-00312-21,,
2699,C3N-01656-27,,
2700,C3N-00494-23,,
2701,C3L-00800-21,,
2702,C3L-00970-25,,
2703,C3N-01083-21,,
2704,C3L-02856-21,,
2705,C3N-00437-23,,
2706,C3L-00583-26,,
2707,C3L-01313-23,,
2708,C3N-02224-24,,
2709,C3L-02556-26,,
2710,C3L-00448-26,,
2711,C3N-02248-21,,
2712,C3L-00447-22,,
2713,C3L-01978-26,,
2714,C3N-00435-26,,
2715,C3N-01806-27,,
2716,C3N-02811-22,,
2717,C3L-00583-22,,
2718,C3N-01214-21,,
2719,C3L-01462-21,,
2720,C3L-00813-21,,
2721,C3L-02208-21,,
2722,C3L-00581-21,,
2723,C3N-02264-22,,
2724,C3N-02084-22,,
2725,C3N-00320-22,,
2726,C3L-00103-26,,
2727,C3N-00435-25,,
2728,C3N-01077-21,,
2729,C3N-01080-24,,
2730,C3N-02068-23,,
2731,C3L-00606-22,,
2732,C3N-01989-21,,
2733,C3L-00991-22,,
2734,C3N-02263-21,,
2735,C3N-02066-21,,
2736,C3L-00814-22,,
2737,C3L-01560-21,,
2738,C3N-00715-26,,
2739,C3L-00581-22,,
2740,C3L-01978-23,,
2741,C3L-01603-26,,
2742,C3L-01976-26,,
2743,C3L-01861-23,,
2744,C3L-00970-21,,
2745,C3L-00097-26,,
2746,C3L-01302-23,,
2747,C3N-01649-22,,
2748,C3N-02811-21,,
2749,C3L-01676-22,,
2750,C3N-01082-23,,
2751,C3L-01976-25,,
2752,C3L-00970-27,,
2753,C3N-00317-24,,
2754,C3L-02551-21,,
2755,C3N-00168-23,,
2756,C3N-00573-21,,
2757,C3L-00369-26,,
2758,C3L-00976-24,,
2759,C3L-01978-24,,
2760,C3N-00177-27,,
2761,C3L-02544-22,,
2762,C3N-02332-22,,
2763,C3L-01681-28,,
2764,C3N-00953-27,,
2765,C3N-00733-26,,
2766,C3N-00194-23,,
2767,C3N-01213-21,,
2768,C3N-02068-22,,
2769,C3L-00817-21,,
2770,C3N-02085-22,,
2771,C3L-01869-26,,
2772,C3N-01179-21,,
2773,C3L-01557-21,,
2774,C3N-00315-21,,
2775,C3L-00968-27,,
2776,C3N-00852-23,,
2777,C3N-02068-21,,
2778,C3N-01646-30,,
2779,C3N-01081-21,,
2780,C3N-00312-22,,
2781,C3N-00310-21,,
2782,C3N-01522-22,,
2783,C3N-02066-23,,
2784,C3N-01083-22,,
2785,C3L-02176-21,,
2786,C3N-00437-22,,
2787,C3N-02431-22,,
2788,C3N-01200-22,,
2789,C3N-00831-25,,
2790,C3N-01091-24,,
2791,C3N-00953-23,,
2792,C3L-00561-26,,
2793,C3L-00969-24,,
2794,C3N-00577-27,,
2795,C3N-00312-24,,
2796,C3N-02338-23,,
2797,C3L-00966-23,,
2798,C3N-02723-23,,
2799,C3N-00646-27,,
2800,C3L-02551-26,,
2801,C3N-00733-21,,
