,train,val,test
C3L-03965-23,True,False,False
C3L-02624-25,True,False,False
C3N-03882-22,True,False,False
C3L-04378-24,True,False,False
C3L-05397-26,True,False,False
C3L-05395-26,True,False,False
C3L-04883-25,True,False,False
C3N-00247-21,True,False,False
C3L-05423-21,True,False,False
C3L-04856-25,True,False,False
C3L-02624-26,True,False,False
C3L-04013-28,True,False,False
C3L-02669-22,True,False,False
C3L-02646-27,True,False,False
C3L-03961-21,True,False,False
C3N-02725-23,True,False,False
C3N-01411-24,True,False,False
C3L-02665-23,True,False,False
C3L-05395-22,True,False,False
C3L-05428-25,True,False,False
C3L-04854-26,True,False,False
C3L-05423-22,True,False,False
C3N-04155-23,True,False,False
C3L-02130-21,True,False,False
C3L-04866-24,True,False,False
C3L-05422-26,True,False,False
C3N-02434-27,True,False,False
C3L-02649-25,True,False,False
C3L-04792-23,True,False,False
C3L-01000-24,True,False,False
C3L-02624-22,True,False,False
C3L-02625-21,True,False,False
C3L-04361-26,True,False,False
C3N-01025-21,True,False,False
C3L-02618-23,True,False,False
C3L-04888-28,True,False,False
C3L-04786-25,True,False,False
C3L-05399-25,True,False,False
C3L-05417-22,True,False,False
C3L-02358-22,True,False,False
C3L-05399-24,True,False,False
C3L-04336-21,True,False,False
C3L-03962-28,True,False,False
C3L-02619-24,True,False,False
C3L-02130-25,True,False,False
C3L-04858-22,True,False,False
C3L-02646-22,True,False,False
C3L-02624-27,True,False,False
C3N-04673-24,True,False,False
C3L-04912-27,True,False,False
C3N-03076-21,True,False,False
C3N-03880-22,True,False,False
C3L-05212-23,True,False,False
C3L-04749-22,True,False,False
C3L-01285-23,True,False,False
C3N-03051-21,True,False,False
C3L-05417-26,True,False,False
C3L-05417-21,True,False,False
C3L-00927-23,True,False,False
C3L-04854-25,True,False,False
C3L-02968-22,True,False,False
C3L-04872-27,True,False,False
C3N-02435-22,True,False,False
C3L-04916-24,True,False,False
C3L-04749-27,True,False,False
C3L-04786-23,True,False,False
C3L-02127-26,True,False,False
C3N-00497-25,True,False,False
C3L-02669-24,True,False,False
C3L-04868-23,True,False,False
C3N-02523-24,True,False,False
C3L-05423-27,True,False,False
C3L-04889-23,True,False,False
C3N-04170-21,True,False,False
C3L-02627-23,True,False,False
C3L-05417-25,True,False,False
C3L-05392-27,True,False,False
C3L-03982-25,True,False,False
C3L-05411-25,True,False,False
C3L-06169-27,True,False,False
C3L-04922-28,True,False,False
C3N-02434-26,True,False,False
C3N-02374-22,True,False,False
C3L-04872-24,True,False,False
C3N-00309-22,True,False,False
C3N-00221-25,True,False,False
C3L-02629-25,True,False,False
C3L-04880-22,True,False,False
C3L-05427-23,True,False,False
C3L-04856-23,True,False,False
C3L-04922-24,True,False,False
C3L-05172-24,True,False,False
C3L-05148-25,True,False,False
C3L-02624-21,True,False,False
C3L-03961-22,True,False,False
C3L-04746-27,True,False,False
C3L-04912-28,True,False,False
C3N-03092-27,True,False,False
C3N-03882-21,True,False,False
C3N-05915-21,True,False,False
C3L-00923-23,True,False,False
C3L-00965-27,True,False,False
C3L-04922-23,True,False,False
C3L-04883-21,True,False,False
C3N-03880-21,True,False,False
C3L-04086-25,True,False,False
C3L-05427-27,True,False,False
C3L-05369-23,True,False,False
C3N-02288-23,True,False,False
C3L-04861-24,True,False,False
C3N-01017-23,True,False,False
C3L-03961-28,True,False,False
C3N-01846-23,True,False,False
C3L-04856-28,True,False,False
C3N-01020-24,True,False,False
C3L-00965-26,True,False,False
C3L-02130-26,True,False,False
C3L-03987-27,True,False,False
C3N-03092-21,True,False,False
C3L-04874-25,True,False,False
C3L-05420-21,True,False,False
C3L-05369-22,True,False,False
C3L-04887-25,True,False,False
C3L-04749-26,True,False,False
C3L-05417-27,True,False,False
C3L-04868-22,True,False,False
C3N-00221-27,True,False,False
C3L-05411-21,True,False,False
C3N-02285-23,True,False,False
C3N-03441-21,True,False,False
C3L-00568-26,True,False,False
C3L-04856-27,True,False,False
C3L-01838-23,True,False,False
C3L-04868-25,True,False,False
C3N-01028-21,True,False,False
C3L-05221-22,True,False,False
C3L-02964-21,True,False,False
C3L-04858-25,True,False,False
C3L-04334-24,True,False,False
C3L-04336-28,True,False,False
C3L-02669-26,True,False,False
C3L-04888-22,True,False,False
C3N-03072-21,True,False,False
C3L-04013-23,True,False,False
C3L-04868-27,True,False,False
C3L-02127-21,True,False,False
C3N-01411-23,True,False,False
C3L-04873-26,True,False,False
C3L-02618-25,True,False,False
C3L-04878-23,True,False,False
C3N-01028-22,True,False,False
C3L-05411-22,True,False,False
C3L-03963-25,True,False,False
C3L-05393-26,True,False,False
C3L-02552-22,True,False,False
C3L-05225-21,True,False,False
C3L-04410-23,True,False,False
C3N-03093-24,True,False,False
C3L-04873-22,True,False,False
C3L-04878-27,True,False,False
C3L-02669-27,True,False,False
C3N-03424-23,True,False,False
C3N-04179-26,True,False,False
C3L-02627-24,True,False,False
C3L-05427-24,True,False,False
C3N-03204-21,True,False,False
C3N-02426-23,True,False,False
C3N-01841-22,True,False,False
C3L-02622-24,True,False,False
C3L-04760-23,True,False,False
C3L-05554-23,True,False,False
C3N-01841-23,True,False,False
C3L-05299-27,True,False,False
C3L-05554-21,True,False,False
C3L-04787-23,True,False,False
C3L-05302-22,True,False,False
C3L-04331-28,True,False,False
C3L-00989-23,True,False,False
C3L-04331-27,True,False,False
C3N-03614-22,True,False,False
C3L-04787-24,True,False,False
C3L-03381-23,True,False,False
C3N-03097-21,True,False,False
C3N-00382-23,True,False,False
C3L-02622-26,True,False,False
C3L-05527-23,True,False,False
C3N-01845-28,True,False,False
C3L-04787-22,True,False,False
C3N-01530-22,True,False,False
C3L-02647-27,True,False,False
C3L-05175-26,True,False,False
C3N-00209-24,True,False,False
C3L-04739-26,True,False,False
C3N-02327-23,True,False,False
C3N-00382-21,True,False,False
C3N-01533-22,True,False,False
C3N-00220-27,True,False,False
C3N-03223-22,True,False,False
C3N-03228-21,True,False,False
C3N-01492-26,True,False,False
C3L-02102-22,True,False,False
C3N-02324-21,True,False,False
C3N-01492-21,True,False,False
C3L-04011-25,True,False,False
C3L-04739-21,True,False,False
C3N-00432-26,True,False,False
C3L-03381-24,True,False,False
C3L-00967-24,True,False,False
C3L-05554-22,True,False,False
C3N-03460-23,True,False,False
C3L-05262-21,True,False,False
C3N-03460-22,True,False,False
C3N-02035-23,True,False,False
C3L-03382-22,True,False,False
C3L-02647-22,True,False,False
C3N-00385-25,True,False,False
C3N-04156-23,True,False,False
C3L-05262-24,True,False,False
C3N-01493-26,True,False,False
C3N-03239-23,True,False,False
C3N-00382-22,True,False,False
C3N-03918-22,True,False,False
C3L-00989-21,True,False,False
C3N-02633-22,True,False,False
C3N-05623-21,True,False,False
C3L-04212-21,True,False,False
C3N-02373-22,True,False,False
C3L-00275-23,True,False,False
C3N-03617-22,True,False,False
C3L-02622-22,True,False,False
C3N-00220-26,True,False,False
C3L-02102-28,True,False,False
C3N-03235-21,True,False,False
C3N-03234-22,True,False,False
C3L-05262-25,True,False,False
C3N-03229-23,True,False,False
C3L-05299-26,True,False,False
C3L-02622-21,True,False,False
C3L-02615-25,True,False,False
C3L-04331-22,True,False,False
C3L-04011-23,True,False,False
C3L-05302-25,True,False,False
C3L-04732-23,True,False,False
C3L-05229-21,True,False,False
C3L-04011-22,True,False,False
C3L-04732-21,True,False,False
C3N-00220-22,True,False,False
C3L-05781-26,True,False,False
C3L-00989-22,True,False,False
C3L-04212-23,True,False,False
C3N-01495-21,True,False,False
C3N-04156-21,True,False,False
C3N-03885-21,True,False,False
C3L-06117-24,True,False,False
C3N-00327-26,True,False,False
C3L-00967-21,True,False,False
C3L-03367-22,True,False,False
C3N-01844-21,True,False,False
C3N-02373-21,True,False,False
C3N-03614-21,True,False,False
C3N-04156-22,True,False,False
C3N-01481-23,True,False,False
C3N-00382-25,True,False,False
C3L-05229-23,True,False,False
C3N-03913-21,True,False,False
C3L-04760-24,True,False,False
C3N-00378-21,True,False,False
C3N-03239-22,True,False,False
C3N-01844-26,True,False,False
C3N-00327-25,True,False,False
C3N-00209-26,True,False,False
C3L-04733-21,True,False,False
C3N-02033-22,True,False,False
C3L-00629-21,True,False,False
C3L-02622-29,True,False,False
C3L-04787-26,True,False,False
C3N-00384-21,True,False,False
C3N-05624-25,True,False,False
C3L-04739-22,True,False,False
C3N-00376-24,True,False,False
C3N-03916-23,True,False,False
C3N-01492-27,True,False,False
C3N-01845-22,True,False,False
C3N-00384-22,True,False,False
C3N-03235-23,True,False,False
C3N-01845-25,True,False,False
C3L-01063-23,True,False,False
C3N-03097-23,True,False,False
C3N-00179-21,True,False,False
C3L-00275-22,True,False,False
C3N-02335-21,True,False,False
C3N-01495-22,True,False,False
C3N-01492-24,True,False,False
C3N-04142-21,True,False,False
C3N-02327-21,True,False,False
C3L-00967-23,True,False,False
C3L-05517-23,True,False,False
C3N-01494-27,True,False,False
C3L-04212-26,True,False,False
C3N-00385-24,True,False,False
C3L-05027-21,True,False,False
C3N-01841-21,True,False,False
C3N-02324-22,True,False,False
C3L-02622-23,True,False,False
C3L-02647-28,True,False,False
C3N-01494-21,True,False,False
C3N-02040-26,True,False,False
C3L-05302-21,True,False,False
C3N-02026-23,True,False,False
C3L-04207-26,True,False,False
C3L-05299-21,True,False,False
C3N-03918-21,True,False,False
C3L-05299-22,True,False,False
C3N-01495-23,True,False,False
C3L-04331-26,True,False,False
C3N-00209-22,True,False,False
C3N-00209-21,True,False,False
C3N-02679-21,True,False,False
C3N-00209-23,True,False,False
C3N-02373-23,True,False,False
C3L-03377-22,True,False,False
C3N-03220-22,True,False,False
C3N-04294-21,True,False,False
C3N-03229-22,True,False,False
C3N-03235-22,True,False,False
C3N-00179-27,True,False,False
C3N-01495-24,True,False,False
C3N-04293-22,True,False,False
C3L-02647-24,True,False,False
C3N-00384-23,True,False,False
C3N-03235-26,True,False,False
C3L-02622-25,True,False,False
C3N-04142-22,True,False,False
C3L-04212-22,True,False,False
C3N-01845-21,True,False,False
C3N-00327-24,True,False,False
C3N-02033-23,True,False,False
C3L-05781-23,True,False,False
C3N-02330-26,True,False,False
C3N-02633-21,True,False,False
C3N-02035-22,True,False,False
C3L-04331-25,True,False,False
C3N-02330-21,True,False,False
C3N-03614-23,True,False,False
C3L-00989-24,True,False,False
C3L-03374-23,True,False,False
C3L-00629-23,True,False,False
C3L-02102-21,True,False,False
C3N-01824-26,True,False,False
C3N-02270-25,True,False,False
C3N-03885-26,True,False,False
C3N-04142-26,True,False,False
C3N-00378-22,True,False,False
C3L-06113-21,True,False,False
C3N-02324-26,True,False,False
C3N-02335-23,True,False,False
C3L-06117-21,True,False,False
C3L-03377-21,True,False,False
C3L-02615-21,True,False,False
C3L-06110-23,True,False,False
C3L-04331-24,True,False,False
C3N-00432-22,True,False,False
C3L-02647-25,True,False,False
C3N-01845-24,True,False,False
C3L-05175-23,True,False,False
C3L-04739-25,True,False,False
C3L-03377-23,True,False,False
C3N-04142-23,True,False,False
C3N-01841-26,True,False,False
C3N-00376-23,True,False,False
C3N-00327-23,True,False,False
C3L-02615-23,True,False,False
C3N-03229-26,True,False,False
C3N-00220-21,True,False,False
C3L-04739-23,True,False,False
C3L-05302-26,True,False,False
C3L-02647-21,True,False,False
C3L-02102-27,True,False,False
C3N-01495-26,True,False,False
C3L-05517-22,True,False,False
C3L-04207-21,True,False,False
C3L-04331-23,True,False,False
C3L-01063-26,True,False,False
C3N-03617-26,True,False,False
C3N-03918-23,True,False,False
C3N-03220-21,True,False,False
C3N-00385-21,True,False,False
C3N-03220-23,True,False,False
C3N-02026-26,True,False,False
C3L-05781-24,True,False,False
C3L-05262-23,True,False,False
C3N-01494-23,True,False,False
C3L-05175-22,True,False,False
C3N-01533-21,True,False,False
C3N-01494-22,True,False,False
C3N-03617-21,True,False,False
C3L-04733-24,True,False,False
C3L-04733-26,True,False,False
C3L-03364-23,True,False,False
C3N-03229-21,True,False,False
C3L-04787-21,True,False,False
C3N-03097-24,True,False,False
C3N-00179-26,True,False,False
C3L-04739-24,True,False,False
C3L-00967-27,True,False,False
C3N-00378-26,True,False,False
C3L-03374-21,True,False,False
C3N-01824-21,True,False,False
C3N-02040-21,True,False,False
C3N-01845-23,True,False,False
C3L-06110-21,True,False,False
C3N-00874-25,True,False,False
C3L-05229-26,True,False,False
C3N-01481-21,True,False,False
C3N-00385-23,True,False,False
C3N-03916-21,True,False,False
C3L-04760-22,True,False,False
C3N-01481-24,True,False,False
C3L-04212-25,True,False,False
C3N-03913-23,True,False,False
C3N-00378-23,True,False,False
C3N-03916-26,True,False,False
C3L-03362-24,True,False,False
C3L-00967-22,True,False,False
C3N-01493-23,True,False,False
C3N-00327-21,True,False,False
C3L-06113-22,True,False,False
C3N-02040-22,True,False,False
C3L-05299-28,True,False,False
C3L-05262-22,True,False,False
C3L-00967-26,True,False,False
C3N-01845-26,True,False,False
C3N-03460-21,True,False,False
C3N-00384-26,True,False,False
C3N-01530-26,True,False,False
C3L-04732-26,True,False,False
C3N-02327-26,True,False,False
C3N-02373-26,True,False,False
C3L-03381-25,True,False,False
C3L-04732-22,True,False,False
C3L-05299-24,True,False,False
C3N-03617-23,True,False,False
C3L-04011-21,True,False,False
C3N-02026-21,True,False,False
C3N-02327-22,True,False,False
C3N-01844-22,True,False,False
C3N-03029-21,True,False,False
C3N-01824-22,True,False,False
C3L-05229-22,True,False,False
C3N-02330-22,True,False,False
C3N-01494-24,True,False,False
C3L-05781-22,True,False,False
C3L-00629-22,True,False,False
C3N-01844-23,True,False,False
C3N-02330-23,True,False,False
C3L-02647-26,True,False,False
C3L-04331-21,True,False,False
C3N-03097-28,True,False,False
C3N-03885-22,True,False,False
C3N-01493-22,True,False,False
C3L-05527-22,True,False,False
C3N-01530-23,True,False,False
C3L-06110-22,True,False,False
C3N-03916-22,True,False,False
C3L-04733-23,True,False,False
C3N-03234-21,True,False,False
C3N-03228-26,True,False,False
C3L-03367-21,True,False,False
C3N-02026-22,True,False,False
C3N-00179-24,True,False,False
C3N-01530-21,True,False,False
C3N-02040-23,True,False,False
C3N-01493-24,True,False,False
C3L-06117-23,True,False,False
C3N-03097-25,True,False,False
C3L-03382-26,True,False,False
C3N-03097-22,True,False,False
C3N-00432-21,True,False,False
C3N-00327-22,True,False,False
C3N-03614-26,True,False,False
C3L-05302-23,True,False,False
C3N-01492-22,True,False,False
C3L-05027-22,True,False,False
C3L-05299-25,True,False,False
C3L-02102-23,True,False,False
C3L-05299-23,True,False,False
C3N-00209-27,True,False,False
C3L-04011-24,True,False,False
C3N-03223-21,True,False,False
C3L-04212-27,True,False,False
C3L-06117-22,True,False,False
C3N-03239-21,True,False,False
C3N-02679-22,True,False,False
C3N-02033-21,True,False,False
C3L-06113-23,True,False,False
C3N-00376-25,True,False,False
C3L-05554-24,True,False,False
C3N-03234-23,True,False,False
C3L-02647-23,True,False,False
C3N-02324-23,True,False,False
C3N-02035-21,True,False,False
C3L-04760-26,True,False,False
C3N-00434-23,True,False,False
C3L-02615-24,True,False,False
C3L-05175-21,True,False,False
C3N-03097-26,True,False,False
C3N-03223-26,True,False,False
C3N-03220-26,True,False,False
C3L-04733-22,True,False,False
C3L-04739-28,True,False,False
C3N-00179-23,True,False,False
C3N-00179-22,True,False,False
C3N-02335-22,True,False,False
C3N-03223-23,True,False,False
C3N-00434-22,True,False,False
C3N-01493-21,True,False,False
C3N-01495-27,True,False,False
C3L-02615-22,True,False,False
C3L-05302-24,True,False,False
C3N-05624-23,True,False,False
C3N-00382-24,True,False,False
C3N-03097-27,True,False,False
C3N-01493-27,True,False,False
C3N-03885-23,True,False,False
C3N-00376-22,True,False,False
C3N-02270-22,True,False,False
C3L-04212-24,True,False,False
C3L-00907-23,True,False,False
C3L-01676-24,True,False,False
C3N-00953-22,True,False,False
C3L-00359-26,True,False,False
C3N-00834-25,True,False,False
C3N-02224-27,True,False,False
C3N-01082-27,True,False,False
C3N-01261-21,True,False,False
C3N-00380-25,True,False,False
C3N-01086-24,True,False,False
C3N-00317-22,True,False,False
C3N-01085-23,True,False,False
C3N-02015-26,True,False,False
C3L-02211-21,True,False,False
C3N-00194-27,True,False,False
C3L-01465-21,True,False,False
C3L-02346-21,True,False,False
C3N-00492-22,True,False,False
C3N-00310-24,True,False,False
C3N-02761-23,True,False,False
C3L-00416-22,True,False,False
C3L-02346-22,True,False,False
C3N-00194-26,True,False,False
C3N-02332-21,True,False,False
C3N-02763-22,True,False,False
C3N-02015-22,True,False,False
C3L-01665-26,True,False,False
C3L-00448-21,True,False,False
C3N-02577-22,True,False,False
C3N-01091-23,True,False,False
C3N-00242-22,True,False,False
C3N-01083-26,True,False,False
C3N-00148-26,True,False,False
C3L-00969-21,True,False,False
C3L-00791-21,True,False,False
C3L-01885-26,True,False,False
C3L-00183-26,True,False,False
C3L-01861-26,True,False,False
C3L-00790-21,True,False,False
C3N-00177-21,True,False,False
C3L-01279-22,True,False,False
C3N-00310-25,True,False,False
C3N-00168-27,True,False,False
C3N-01080-21,True,False,False
C3N-01082-24,True,False,False
C3L-00966-21,True,False,False
C3N-00852-21,True,False,False
C3L-00792-21,True,False,False
C3L-00416-21,True,False,False
C3N-00733-22,True,False,False
C3N-00491-23,True,False,False
C3N-00715-21,True,False,False
C3N-00194-24,True,False,False
C3N-00310-23,True,False,False
C3N-00150-23,True,False,False
C3N-00168-21,True,False,False
C3L-01107-21,True,False,False
C3N-00646-23,True,False,False
C3L-00369-23,True,False,False
C3L-01665-23,True,False,False
C3L-00982-27,True,False,False
C3L-01861-22,True,False,False
C3N-02084-23,True,False,False
C3N-03021-24,True,False,False
C3L-01976-23,True,False,False
C3L-02201-22,True,False,False
C3L-02856-22,True,False,False
C3N-01536-26,True,False,False
C3N-00317-25,True,False,False
C3L-00418-26,True,False,False
C3N-00577-22,True,False,False
C3N-01220-23,True,False,False
C3L-00908-21,True,False,False
C3N-00168-26,True,False,False
C3L-01287-22,True,False,False
C3L-01281-26,True,False,False
C3N-01646-21,True,False,False
C3L-00969-27,True,False,False
C3L-00088-22,True,False,False
C3L-02841-22,True,False,False
C3N-02431-23,True,False,False
C3N-01082-21,True,False,False
C3N-00150-24,True,False,False
C3N-00852-22,True,False,False
C3L-01976-21,True,False,False
C3N-02429-23,True,False,False
C3L-00360-21,True,False,False
C3L-00966-26,True,False,False
C3L-01287-21,True,False,False
C3N-01083-23,True,False,False
C3L-00981-26,True,False,False
C3N-00721-21,True,False,False
C3L-00418-23,True,False,False
C3N-00244-27,True,False,False
C3L-01106-26,True,False,False
C3N-02577-23,True,False,False
C3L-00814-21,True,False,False
C3L-00907-21,True,False,False
C3N-01261-23,True,False,False
C3N-00148-23,True,False,False
C3N-00148-27,True,False,False
C3N-01649-30,True,False,False
C3L-00610-21,True,False,False
C3N-00733-23,True,False,False
C3N-01651-21,True,False,False
C3N-01828-23,True,False,False
C3N-00573-22,True,False,False
C3N-01361-21,True,False,False
C3L-02364-26,True,False,False
C3N-01200-23,True,False,False
C3N-01080-23,True,False,False
C3L-01869-23,True,False,False
C3N-00495-21,True,False,False
C3N-01200-25,True,False,False
C3N-00154-21,True,False,False
C3N-02070-22,True,False,False
C3N-02085-23,True,False,False
C3N-01090-21,True,False,False
C3N-01536-23,True,False,False
C3N-00437-25,True,False,False
C3L-00165-21,True,False,False
C3N-01088-26,True,False,False
C3N-00733-27,True,False,False
C3N-00721-26,True,False,False
C3N-00149-23,True,False,False
C3N-02085-21,True,False,False
C3N-02266-21,True,False,False
C3N-01175-25,True,False,False
C3N-02224-21,True,False,False
C3N-01524-26,True,False,False
C3L-00079-21,True,False,False
C3N-00305-21,True,False,False
C3N-00435-27,True,False,False
C3N-00320-23,True,False,False
C3N-01088-24,True,False,False
C3N-00305-22,True,False,False
C3L-01869-22,True,False,False
C3N-02160-23,True,False,False
C3L-00991-26,True,False,False
C3L-01279-26,True,False,False
C3N-02945-21,True,False,False
C3N-00320-24,True,False,False
C3N-00150-21,True,False,False
C3N-03018-26,True,False,False
C3N-01261-22,True,False,False
C3N-01261-26,True,False,False
C3N-01077-22,True,False,False
C3N-00953-26,True,False,False
C3N-00168-22,True,False,False
C3N-00491-24,True,False,False
C3N-01808-23,True,False,False
C3L-00011-21,True,False,False
C3L-02544-21,True,False,False
C3N-01179-25,True,False,False
C3N-01090-23,True,False,False
C3N-02332-23,True,False,False
C3L-01978-21,True,False,False
C3L-00561-21,True,False,False
C3N-01651-30,True,False,False
C3L-00982-24,True,False,False
C3L-00418-21,True,False,False
C3N-00573-24,True,False,False
C3N-00577-24,True,False,False
C3L-00103-23,True,False,False
C3L-00369-21,True,False,False
C3N-00148-22,True,False,False
C3N-01806-26,True,False,False
C3L-01102-23,True,False,False
C3N-00150-27,True,False,False
C3N-01180-21,True,False,False
C3N-01828-22,True,False,False
C3N-00244-22,True,False,False
C3L-01665-21,True,False,False
C3N-01082-26,True,False,False
C3N-00242-21,True,False,False
C3L-02220-21,True,False,False
C3N-00494-22,True,False,False
C3N-00390-26,True,False,False
C3L-00976-23,True,False,False
C3N-00831-22,True,False,False
C3L-01929-21,True,False,False
C3L-00968-25,True,False,False
C3N-02761-21,True,False,False
C3L-00976-28,True,False,False
C3N-00313-21,True,False,False
C3L-00183-24,True,False,False
C3N-02015-21,True,False,False
C3N-00492-24,True,False,False
C3N-01180-22,True,False,False
C3N-01088-27,True,False,False
C3N-00149-27,True,False,False
C3L-00812-21,True,False,False
C3L-00581-23,True,False,False
C3L-01462-22,True,False,False
C3N-01213-22,True,False,False
C3L-00447-21,True,False,False
C3N-01091-26,True,False,False
C3L-00004-21,True,False,False
C3L-00907-22,True,False,False
C3N-01651-25,True,False,False
C3L-01281-23,True,False,False
C3N-00313-23,True,False,False
C3N-02726-23,True,False,False
C3L-02176-22,True,False,False
C3N-01200-24,True,False,False
C3L-00088-26,True,False,False
C3L-00416-26,True,False,False
C3N-01088-23,True,False,False
C3L-01033-25,True,False,False
C3N-02262-22,True,False,False
C3N-02723-22,True,False,False
C3N-00154-23,True,False,False
C3N-01214-26,True,False,False
C3L-00969-25,True,False,False
C3N-03020-22,True,False,False
C3N-02066-22,True,False,False
C3L-01861-21,True,False,False
C3N-01646-22,True,False,False
C3N-00312-25,True,False,False
C3L-01287-26,True,False,False
C3N-00647-24,True,False,False
C3L-02551-23,True,False,False
C3N-02224-22,True,False,False
C3N-01522-23,True,False,False
C3L-01976-24,True,False,False
C3L-00991-27,True,False,False
C3L-00026-21,True,False,False
C3L-00976-22,True,False,False
C3N-02248-22,True,False,False
C3L-02211-22,True,False,False
C3L-02553-21,True,False,False
C3N-00149-21,True,False,False
C3N-02063-21,True,False,False
C3L-01607-21,True,False,False
C3L-00982-26,True,False,False
C3N-02005-22,True,False,False
C3N-00154-22,True,False,False
C3L-00968-24,True,False,False
C3N-01080-26,True,False,False
C3N-00494-25,True,False,False
C3L-00096-21,True,False,False
C3L-02346-23,True,False,False
C3N-00647-21,True,False,False
C3N-00577-23,True,False,False
C3N-00150-22,True,False,False
C3L-02556-21,True,False,False
C3L-00917-26,True,False,False
C3N-00148-24,True,False,False
C3N-01081-23,True,False,False
C3N-01091-27,True,False,False
C3L-00607-22,True,False,False
C3L-00980-22,True,False,False
C3L-00968-26,True,False,False
C3N-00647-23,True,False,False
C3N-01178-25,True,False,False
C3N-02262-21,True,False,False
C3L-02352-21,True,False,False
C3L-00908-23,True,False,False
C3L-00583-23,True,False,False
C3L-01607-23,True,False,False
C3N-01078-21,True,False,False
C3N-02726-22,True,False,False
C3N-02431-21,True,False,False
C3N-01524-22,True,False,False
C3L-02214-21,True,False,False
C3L-01281-21,True,False,False
C3L-02857-22,True,False,False
C3N-01086-23,True,False,False
C3N-01220-21,True,False,False
C3L-01836-23,True,False,False
C3N-01806-22,True,False,False
C3L-00010-21,True,False,False
C3L-01288-22,True,False,False
C3N-02945-22,True,False,False
C3L-01603-23,True,False,False
C3L-00369-22,True,False,False
C3N-02160-22,True,False,False
C3L-00968-23,True,False,False
C3L-00010-26,True,False,False
C3N-00314-22,True,False,False
C3L-02175-21,True,False,False
C3N-01090-26,True,False,False
C3L-01033-22,True,False,False
C3L-00766-21,True,False,False
C3N-02005-21,True,False,False
C3N-02005-23,True,False,False
C3N-00647-26,True,False,False
C3L-00447-23,True,False,False
C3N-02082-22,True,False,False
C3L-01102-26,True,False,False
C3L-00907-26,True,False,False
C3L-00791-22,True,False,False
C3N-02429-21,True,False,False
C3N-01806-23,True,False,False
C3N-00310-22,True,False,False
C3L-02842-22,True,False,False
C3N-00832-21,True,False,False
C3N-02763-23,True,False,False
C3L-00088-21,True,False,False
C3L-01302-26,True,False,False
C3L-01607-26,True,False,False
C3N-01080-27,True,False,False
C3N-00491-25,True,False,False
C3N-01213-26,True,False,False
C3N-00953-21,True,False,False
C3L-00096-26,True,False,False
C3N-01086-21,True,False,False
C3N-02726-26,True,False,False
C3L-01470-22,True,False,False
C3N-01081-27,True,False,False
C3N-03018-22,True,False,False
C3L-00765-21,True,False,False
C3N-00312-21,True,False,False
C3N-01656-27,True,False,False
C3N-00494-23,True,False,False
C3L-00800-21,True,False,False
C3L-00970-25,True,False,False
C3N-01083-21,True,False,False
C3L-02856-21,True,False,False
C3N-00437-23,True,False,False
C3L-00583-26,True,False,False
C3L-01313-23,True,False,False
C3N-02224-24,True,False,False
C3L-02556-26,True,False,False
C3L-00448-26,True,False,False
C3N-02248-21,True,False,False
C3L-00447-22,True,False,False
C3L-01978-26,True,False,False
C3N-00435-26,True,False,False
C3N-01806-27,True,False,False
C3N-02811-22,True,False,False
C3L-00583-22,True,False,False
C3N-01214-21,True,False,False
C3L-01462-21,True,False,False
C3L-00813-21,True,False,False
C3L-02208-21,True,False,False
C3L-00581-21,True,False,False
C3N-02264-22,True,False,False
C3N-02084-22,True,False,False
C3N-00320-22,True,False,False
C3L-00103-26,True,False,False
C3N-00435-25,True,False,False
C3N-01077-21,True,False,False
C3N-01080-24,True,False,False
C3N-02068-23,True,False,False
C3L-00606-22,True,False,False
C3N-01989-21,True,False,False
C3L-00991-22,True,False,False
C3N-02263-21,True,False,False
C3N-02066-21,True,False,False
C3L-00814-22,True,False,False
C3L-01560-21,True,False,False
C3N-00715-26,True,False,False
C3L-00581-22,True,False,False
C3L-01978-23,True,False,False
C3L-01603-26,True,False,False
C3L-01976-26,True,False,False
C3L-01861-23,True,False,False
C3L-00970-21,True,False,False
C3L-00097-26,True,False,False
C3L-01302-23,True,False,False
C3N-01649-22,True,False,False
C3N-02811-21,True,False,False
C3L-01676-22,True,False,False
C3N-01082-23,True,False,False
C3L-01976-25,True,False,False
C3L-00970-27,True,False,False
C3N-00317-24,True,False,False
C3L-02551-21,True,False,False
C3N-00168-23,True,False,False
C3N-00573-21,True,False,False
C3L-00369-26,True,False,False
C3L-00976-24,True,False,False
C3L-01978-24,True,False,False
C3N-00177-27,True,False,False
C3L-02544-22,True,False,False
C3N-02332-22,True,False,False
C3L-01681-28,True,False,False
C3N-00953-27,True,False,False
C3N-00733-26,True,False,False
C3N-00194-23,True,False,False
C3N-01213-21,True,False,False
C3N-02068-22,True,False,False
C3L-00817-21,True,False,False
C3N-02085-22,True,False,False
C3L-01869-26,True,False,False
C3N-01179-21,True,False,False
C3L-01557-21,True,False,False
C3N-00315-21,True,False,False
C3L-00968-27,True,False,False
C3N-00852-23,True,False,False
C3N-02068-21,True,False,False
C3N-01646-30,True,False,False
C3N-01081-21,True,False,False
C3N-00312-22,True,False,False
C3N-00310-21,True,False,False
C3N-01522-22,True,False,False
C3N-02066-23,True,False,False
C3N-01083-22,True,False,False
C3L-02176-21,True,False,False
C3N-00437-22,True,False,False
C3N-02431-22,True,False,False
C3N-01200-22,True,False,False
C3N-00831-25,True,False,False
C3N-01091-24,True,False,False
